"AMA_CODE","AMA","FACILITY PGM CODE","REPORTING_YEAR","PCC","FILE_STATUS","Subsector","RIGHT TYPE","Withdrawn Water AF","Delivered Water AF","Received Water AF","Lost and Unaccounted","Lost and Unaccounted %","Irrigation District"
"C","PHOENIX AMA","57","2022","57-002506.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","261.36","812.36","551","0","0","COUNTRY MINI FARMS IRR & MGMT"
"C","PHOENIX AMA","57","2023","57-002506.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","793","1135","342","0","0","COUNTRY MINI FARMS IRR & MGMT"
"C","PHOENIX AMA","57","2024","57-002506.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","","","","","","COUNTRY MINI FARMS IRR & MGMT"
"C","PHOENIX AMA","57","2025","57-002506.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","","","","","","COUNTRY MINI FARMS IRR & MGMT"
"C","PHOENIX AMA","57","2005","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","26564.17","52529.46","32547","6581.71","11.13","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2006","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","26876.13","50505.7","31160","7530.43","12.98","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2007","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","20246.32","48992.76","35153","6406.56","11.56","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2008","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","22863.77","49826.07","34813","7850.70","13.61","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2009","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","26668.17","49799.62","30674","7542.55","13.15","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2010","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","19676.93","43423.58","27762","4015.35","8.46","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2011","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","17089.47","54059.71","45329","8358.76","13.39","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2012","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","20572.86","54577.71","46325.86","12321.01","18.42","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2013","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","21278","55605.46","40876","6548.54","10.54","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2014","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","34931.74","47206.66","19417","7142.08","13.14","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2015","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","28265.76","45687.16","24332","6910.60","13.14","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2016","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","26831.59","51712.71","31351.44","6470.32","11.12","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2017","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","29979.66","51911.88","28443.55","6511.33","11.15","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2018","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","23459.2","50904.09","31717.62","4272.73","7.74","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2019","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","30728.07","45702.87","20723","5748.20","11.17","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2020","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","30289.28","52218.1","27248","5319.18","9.24","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2021","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","25097.79","46659.66","28362","6800.13","12.72","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2022","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","27086.94","40371.45","17207","3922.49","8.86","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2023","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","15672.47","38383.95","28824","6112.52","13.74","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2024","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","","","","","","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2025","57-002508.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","","","","","","MARICOPA WATER DISTRICT"
"C","PHOENIX AMA","57","2005","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","46746","78140.43","31083","-311.43","-0.40","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2006","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","0","84220.12","84715","494.88","0.58","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2007","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","54127","81747","27325","-295","-0.36","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2008","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","50692.05","81017.05","30325","0","0","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2009","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","1695.74","82179.64","80784","300.10","0.36","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2010","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","51116.81","81906.42","32859","2069.39","2.46","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2011","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","59126","91363.27","32240.27","3","0","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2012","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","47866","86726.33","38860.33","0","0","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2013","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","54986.81","83755.65","30295.65","1526.81","1.79","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2014","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","54000","84340","31829","1489","1.73","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2015","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","75000","84063","9063","0","0","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2016","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","79870","81263","1393","0","0","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2017","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","76949","78399","1450","0","0","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2018","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","71767.56","73072.56","1305","0","0","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2019","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","68355.8","69660.8","1305","0","0","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2020","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","72587.93","73997.93","1410","0","0","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2021","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","61083.58","62268.58","1185","0","0","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2022","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","58630.74","59941.27","1310.53","0","0","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2023","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","34333.2","35771.87","1438.67","0","0","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2024","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","","","","","","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2025","57-002511.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","","","","","","NEW MAGMA IRR & DRG DIST"
"C","PHOENIX AMA","57","2005","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","595.72","5600.23","5665","660.49","10.55","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2006","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","417.49","5290.7","5684.69","811.48","13.30","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2007","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","405.58","5212.11","5446.04","639.51","10.93","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2008","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","304.3","4038.16","4572.9","839.04","17.20","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2009","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","310.27","5130.18","5434.7","614.79","10.70","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2010","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","167.09","4595.8","5348.42","919.71","16.67","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2011","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","338.62","4884.19","5028.25","482.68","8.99","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2012","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","347.11","4619.61","4456.89","184.39","3.84","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2013","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","425.67","5205.28","4805.24","25.63","0.49","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2014","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","418.13","4622.09","4203.96","0","0","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2015","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","428.29","2564.54","3409.2","1272.95","33.17","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2016","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","381.73","4769.44","4746.7","358.99","7","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2017","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","539.09","4890.42","4698.75","347.42","6.63","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2018","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","771.99","4943.76","4171","-0.77","-0.02","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2019","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","421.13","4100.25","3766.85","87.73","2.09","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2020","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","393.51","4458.25","3894.17","-170.57","-3.98","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2021","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","441.96","4150.57","3708.61","0","0","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2022","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","460.07","3549.8","3089.73","0","0","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2023","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","435.59","3317.66","3197.39","315.32","8.68","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2024","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","","","","","","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2025","57-002514.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","","","","","","PENINSULA DITCH CO"
"C","PHOENIX AMA","57","2005","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","12358","30470","18112","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2006","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","7233","25345","18112","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2007","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","18522","30522","12000","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2008","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","17397","29897","12500","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2009","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","18622","30622","12000","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2010","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","15309","27309","12000","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2011","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","21751","33751","12000","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2012","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","19782","31782","12000","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2013","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","17009","29009","12000","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2014","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","15957","27825","12006","138","0.49","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2015","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","18598","25098","6500","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2016","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","23173","27891","4598","-120","-0.43","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2017","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","19428","22928","3500","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2018","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","20330","23288","2958","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2019","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","13682","16097","2415","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2020","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","16749","16749","0","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2021","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","15618","15618","0","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2022","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","12509","12509","0","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2023","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","7924","7924","0","0","0","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2024","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","","","","","","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2025","57-002515.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","","","","","","QUEEN CREEK IRRIGATION DIST"
"C","PHOENIX AMA","57","2005","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","149270.16","131893.33","0","17376.83","11.64","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2006","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","150961.66","138584.18","0","12377.48","8.20","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2007","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","142881.11","133304.12","1479.34","11056.33","7.66","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2008","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","151049.91","134361.89","938.7","17626.72","11.60","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2009","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","138582.85","120938.84","6357","24001.01","16.56","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2010","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","147185.04","124794.91","9983.3","32373.43","20.60","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2011","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","176059","144228","0","31831","18.08","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2012","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","170715.9","144553.08","493","26655.82","15.57","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2013","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","128354","138969.3","29885","19269.70","12.18","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2014","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","152324.8","133348.8","732.18","19708.18","12.88","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2015","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","131115.8","140189.6","30916.94","21843.14","13.48","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2016","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","167481.1","139781.6","31047.8","58747.30","29.59","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2017","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","152139.6","138249.6","31109.57","44999.57","24.56","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2018","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","123089.3","133807.3","31314.54","20596.54","13.34","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2019","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","135888.6","129193.1","29476.68","36172.18","21.87","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2020","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","122833.63","144850.3","30000","7983.33","5.22","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2021","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","129307.4","133653.5","25116.8","20770.70","13.45","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2022","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","104777.99","117509.78","26445.2","13713.41","10.45","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2023","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","100992.7","124559.57","39329.96","15763.09","11.23","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2024","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","","","","","","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2025","57-002517.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (GW ONLY)","","","","","","ROOSEVELT IRRIGATION DISTRICT"
"C","PHOENIX AMA","57","2005","57-002518.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","45589.6","58637.21","22669.68","9622.07","14.10","ROOSEVELT WATER CONSERVATION DISTRICT"
"C","PHOENIX AMA","57","2006","57-002518.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","23150.56","56058.64","42433.59","9525.51","14.52","ROOSEVELT WATER CONSERVATION DISTRICT"
"C","PHOENIX AMA","57","2007","57-002518.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","47139.85","64717.28","26813.57","9236.14","12.49","ROOSEVELT WATER CONSERVATION DISTRICT"
"C","PHOENIX AMA","57","2008","57-002518.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","46307.06","58334.53","19960.36","7932.89","11.97","ROOSEVELT WATER CONSERVATION DISTRICT"
"C","PHOENIX AMA","57","2009","57-002518.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","42909.19","65252","33602.26","11259.45","14.72","ROOSEVELT WATER CONSERVATION DISTRICT"
"C","PHOENIX AMA","57","2010","57-002518.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","41786.81","59585","26991.93","9193.74","13.37","ROOSEVELT WATER CONSERVATION DISTRICT"
"C","PHOENIX AMA","57","2011","57-002518.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","52339.99","72941","31209.54","10608.53","12.70","ROOSEVELT WATER CONSERVATION DISTRICT"
"C","PHOENIX AMA","57","2012","57-002518.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","56775.14","79011","31003.91","8768.05","9.99","ROOSEVELT WATER CONSERVATION DISTRICT"
"C","PHOENIX AMA","57","2013","57-002518.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","54156.95","64161.07","18226.31","8222.19","11.36","ROOSEVELT WATER CONSERVATION DISTRICT"
"C","PHOENIX AMA","57","2014","57-002518.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","47450.99","56503.79","17742.81","8690.01","13.33","ROOSEVELT WATER CONSERVATION DISTRICT"
"C","PHOENIX AMA","57","2015","57-002518.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","53848.7","63942.26","18719.25","8625.69","11.89","ROOSEVELT WATER CONSERVATION DISTRICT"
"C","PHOENIX AMA","57","2016","57-002518.0000","ACTIVE - ACTIVE","IRRIGATION DISTRICTS","IRRIGATION DISTRICT (SW & GW)","56706.3","53408.9","5334.52","8631.92","13.91","ROOSEVELT WATER CONSERVATION DISTRICT"
